transaction_id,account_age_days,credit_score_band,kyc_level,avg_monthly_spend,merchant_risk_score,transaction_amount,payment_channel,device_type,is_international,ip_risk_score,txn_count_1h,txn_count_24h,failed_txn_count_24h,geo_distance_from_last_txn,amount_deviation_from_user_mean,is_fraud,post_auth_risk_score
305246,1011,3,2,1794.195853,0.388716,1942.19863,card,mobile,0,0.273212,2,1,0,88.574617,1882.392101,0,0.170004
130000,107,3,3,765.014601,0.250903,960.913462,upi,mobile,0,0.273186,2,4,0,30.716457,935.412975,0,0.150529
74408,1162,4,2,3041.693103,0.135461,5399.822295,card,desktop,0,0.349164,0,2,0,40.693965,5298.432525,0,0.332485
383740,1652,4,2,3451.157502,0.064847,3601.214626,card,mobile,1,0.196747,0,5,0,39.990605,3486.176043,0,0.222266
98087,1416,2,1,7964.572956,0.078232,1373.607836,card,mobile,0,0.327724,1,7,0,6.850301,1108.122071,0,0.391
241446,322,1,2,2537.3001,0.081632,1552.454522,upi,mobile,0,0.101349,0,5,0,29.284729,1467.877852,0,0.299535
154218,1943,5,1,5390.943497,0.42048,3621.433466,card,mobile,0,0.340851,3,2,0,6.58907,3441.73535,0,0.162058
34297,1369,5,3,6177.897845,0.044374,563.195593,bank_transfer,mobile,0,0.294853,3,6,0,31.243001,357.265665,0,0.008084
365968,1869,3,1,2104.465039,0.025161,1298.55118,card,desktop,0,0.388175,3,1,1,11.384227,1228.402345,0,0.06775
208480,520,2,1,10466.58496,0.040683,759.989798,card,mobile,0,0.421033,1,2,1,68.855683,411.103633,0,0.317828
84833,1711,3,1,4175.85338,0.06767,2425.648848,upi,desktop,0,0.185348,0,2,0,35.084577,2286.453736,0,0.183835
145120,1016,2,3,2484.19733,0.306604,1086.587259,card,mobile,0,0.510063,0,5,0,4.134402,1003.780682,0,0.209226
10668,1453,2,1,1173.337003,0.30223,1175.648084,upi,tablet,0,0.14139,1,3,0,12.036377,1136.53685,0,0.21054
55408,1160,4,3,2703.519297,0.112072,2396.286504,card,mobile,0,0.244663,1,7,0,20.557716,2306.169194,0,0.002825
19844,271,2,2,999.271199,0.386334,2026.135216,upi,mobile,0,0.249916,0,2,0,33.815765,1992.826176,0,0.363228
341981,1195,4,1,7521.30027,0.133058,722.516379,upi,desktop,0,0.306048,1,2,0,28.812522,471.80637,0,0.296711
84290,530,1,3,3696.111642,0.300551,6253.120106,card,mobile,0,0.083965,1,2,1,16.010278,6129.916385,0,0.073047
344336,1580,2,3,4602.348477,0.136347,2893.81833,card,mobile,0,0.22662,1,0,0,6.676197,2740.406714,0,0.358748
62721,885,1,3,2626.467919,0.25049,467.320608,upi,desktop,0,0.063959,3,3,1,9.820204,379.771678,0,0.061941
334267,325,4,1,6685.947946,0.070386,2938.5093,upi,mobile,0,0.05084,2,4,0,16.939138,2715.644369,0,0.112411
198118,257,3,1,1263.407927,0.630837,2372.66108,card,mobile,0,0.038449,1,3,1,1.047645,2330.547483,0,0.381159
13131,46,4,3,3730.019933,0.326686,2783.022352,wallet,mobile,0,0.215593,1,3,0,42.812866,2658.688354,0,0.218922
243365,279,4,2,5548.02147,0.313955,1688.395455,card,mobile,0,0.139561,1,2,0,23.808151,1503.461406,0,0.0063
132743,636,1,1,7067.852446,0.141196,2624.925473,card,mobile,0,0.367917,1,2,1,0.353757,2389.330391,0,0.364422
252871,1315,2,1,3352.525974,0.34185,1851.793844,upi,desktop,1,0.082083,0,5,1,22.286873,1740.042978,0,0.084413
326430,135,5,3,3473.966366,0.111966,1304.890521,card,mobile,0,0.34785,1,2,0,38.00226,1189.091642,0,0.01572
98277,1385,2,2,1711.132725,0.117828,1865.377271,bank_transfer,mobile,0,0.307605,2,3,0,14.490199,1808.339513,0,0.161738
372928,645,2,2,3127.522878,0.131964,1568.38346,wallet,mobile,0,0.107562,1,1,0,7.758849,1464.132697,0,0.124541
241387,1750,3,3,8933.431695,0.242757,5743.367548,card,mobile,0,0.242565,2,3,0,33.091356,5445.586492,0,0.209853
112309,289,2,3,5731.339849,0.153211,847.047964,card,desktop,0,0.197998,1,2,1,52.954294,656.003302,0,0.344072
128679,353,5,2,4720.197834,0.228155,1345.298288,card,mobile,0,0.445233,0,3,1,14.698694,1187.95836,0,0.26868
250849,991,2,1,2482.576153,0.212236,1562.803933,card,mobile,0,0.205415,0,2,0,65.0719,1480.051395,0,0.196133
189912,1024,3,3,4404.599352,0.246855,2174.379198,upi,mobile,0,0.078272,1,1,0,83.634978,2027.55922,0,0.037647
209754,260,1,3,3753.984205,0.160659,2700.566951,card,mobile,0,0.127392,0,4,1,42.740233,2575.434144,0,0.165989
212652,285,2,1,2826.919952,0.174495,5168.890152,upi,desktop,0,0.12925,2,5,0,11.163586,5074.659487,0,0.295382
73738,646,5,1,10515.032981,0.442487,3861.581783,card,mobile,0,0.359177,1,4,0,4.688039,3511.080683,0,0.180055
171019,1684,4,3,10251.807345,0.191699,3599.294997,card,mobile,0,0.22479,0,1,1,33.23461,3257.568085,0,0.124006
392570,528,1,3,1304.321616,0.132298,2535.908448,wallet,mobile,1,0.29877,0,5,2,25.95103,2492.431061,1,0.713048
314804,1340,2,1,5170.126246,0.302857,2854.148134,card,mobile,0,0.087635,4,1,0,10.079654,2681.810593,0,0.22412
123355,1318,4,2,1572.819376,0.117115,1704.027378,card,mobile,0,0.249999,0,5,0,2.925518,1651.600066,0,0.071689
225416,620,2,1,11347.632696,0.101407,2991.288633,card,mobile,1,0.253724,1,6,0,2.539798,2613.03421,1,0.852597
109020,866,4,1,5894.625769,0.280875,2249.118312,card,mobile,0,0.070588,3,2,0,28.30597,2052.630786,0,0.282113
283374,479,5,1,1798.693714,0.160156,3867.633017,upi,mobile,0,0.260687,2,5,0,43.774645,3807.67656,0,0.095851
259572,1347,4,1,799.070671,0.157728,1802.540153,upi,desktop,0,0.472472,2,2,2,84.578752,1775.904464,0,0.303961
270963,566,3,2,5597.002151,0.328874,3096.616816,wallet,mobile,0,0.322228,1,3,0,1.611004,2910.050078,0,0.362688
138628,1610,2,2,2776.300901,0.21931,869.535304,upi,desktop,0,0.242989,0,1,0,27.774966,776.991941,0,0.190884
200131,78,2,1,1803.591295,0.277331,911.190634,card,mobile,0,0.166266,2,5,0,45.506089,851.070924,0,0.013008
207796,1226,1,2,3467.66855,0.11387,5980.123533,card,mobile,0,0.278513,1,3,0,29.99086,5864.534582,0,0.169906
236165,1287,3,2,6798.896585,0.281713,4173.560065,card,mobile,0,0.304789,1,4,1,18.341184,3946.930178,0,0.021004
108996,49,5,2,1053.198611,0.062839,4631.095092,upi,desktop,0,0.155631,0,3,1,101.755898,4595.988472,0,0.196382
60341,1825,2,2,4787.270468,0.21189,3610.789532,card,mobile,0,0.357856,1,5,3,25.348292,3451.213849,0,0.163142
292741,1265,3,2,8908.460638,0.13943,1956.26257,card,mobile,0,0.09932,1,1,0,20.876235,1659.313882,0,0.006317
32114,699,1,3,2837.247405,0.339732,1501.435231,card,mobile,0,0.311279,0,4,0,0.081622,1406.860317,0,0.184114
287915,1972,1,1,5007.247714,0.331141,1353.69231,card,tablet,0,0.480574,1,5,1,24.146375,1186.784053,0,0.142824
312549,880,5,2,7238.058046,0.073545,2938.987645,card,desktop,0,0.288606,0,2,0,9.224345,2697.719043,0,0.047102
232961,381,4,1,4147.138255,0.043183,911.580298,wallet,desktop,0,0.265564,2,2,0,60.457762,773.342357,0,0.179424
364992,124,2,2,4962.382309,0.058322,2738.923431,card,desktop,0,0.094508,1,0,0,77.777196,2573.510688,0,0.391408
324828,102,1,1,2008.71747,0.277097,355.737905,wallet,mobile,0,0.422055,3,0,0,60.177301,288.780656,0,0.03983
139934,1263,3,3,1359.67701,0.414807,1907.952045,wallet,mobile,0,0.396963,1,6,0,3.246338,1862.629478,0,0.287697
203925,1693,5,2,5646.412573,0.318548,1680.552188,upi,mobile,0,0.08997,3,2,0,123.052234,1492.338435,0,0.36079
96471,204,2,2,8328.619799,0.180358,2704.80135,card,mobile,0,0.568564,3,1,1,4.99044,2427.18069,0,0.39988
343406,1143,3,3,5518.31989,0.106116,977.012016,bank_transfer,tablet,0,0.519381,1,2,0,40.929924,793.068019,0,0.010303
57345,274,1,3,4966.065538,0.252277,2704.682224,card,mobile,1,0.199316,1,1,0,1.888513,2539.146706,0,0.201908
129548,1156,2,2,8479.195153,0.079643,1590.257178,card,mobile,0,0.241421,2,3,0,39.623848,1307.617339,0,0.32974
26851,617,1,1,1706.779117,0.078042,900.854602,wallet,mobile,0,0.325318,2,2,0,70.621335,843.961964,0,0.011567
1174,423,2,2,3106.531645,0.237167,1382.472499,card,mobile,0,0.422704,0,4,0,27.95342,1278.921444,0,0.204919
160350,232,1,2,6926.889111,0.137635,3942.609051,card,mobile,0,0.283336,3,1,1,72.564241,3711.712747,0,0.327761
345228,835,1,1,6877.446988,0.262182,3480.02009,upi,mobile,0,0.096909,0,4,1,33.896021,3250.771857,0,0.259409
338973,1997,5,2,4501.425651,0.015323,3929.413271,card,mobile,0,0.603377,2,4,1,69.409431,3779.36575,0,0.26333
180542,516,3,1,1607.004818,0.063777,1504.986035,card,mobile,0,0.086636,1,2,0,24.43711,1451.419207,0,0.340707
84193,1561,3,1,4537.073671,0.262511,2494.801002,card,mobile,0,0.257166,3,5,0,54.608955,2343.565213,0,0.079222
253980,390,2,2,4131.270426,0.285597,3144.57107,wallet,desktop,0,0.179705,3,5,0,67.585182,3006.862056,0,0.024257
334434,164,5,1,2113.310648,0.105397,2806.78408,upi,desktop,0,0.396553,1,2,1,7.484869,2736.340392,0,0.036226
201144,1042,5,3,2340.001697,0.147148,485.880275,wallet,mobile,0,0.405227,2,6,3,37.672322,407.880218,1,0.775753
241453,69,3,2,5913.625939,0.318196,1242.039994,upi,mobile,0,0.373871,0,2,1,63.687427,1044.919129,0,0.075314
388856,1774,4,2,6830.173184,0.178781,5928.433869,card,tablet,0,0.071881,0,2,0,36.306127,5700.761429,0,0.231028
287812,34,3,3,8155.225315,0.358846,2030.764497,wallet,mobile,0,0.297787,0,4,0,3.13698,1758.923653,0,0.38147
211247,133,4,1,2931.721202,0.626646,767.570063,upi,mobile,0,0.22044,0,5,1,64.26081,669.846023,0,0.324145
339792,803,5,3,9390.357246,0.325079,773.749151,upi,mobile,0,0.051492,0,4,0,52.883049,460.737243,0,0.172846
279050,83,2,3,3614.776888,0.034912,1432.79218,upi,mobile,0,0.175559,2,5,1,29.348192,1312.299618,0,0.287931
53626,1554,1,3,10304.201713,0.577118,2112.363601,card,mobile,0,0.136241,1,3,0,13.069455,1768.89021,0,0.188509
15602,882,1,3,12668.60359,0.55875,1887.928606,wallet,mobile,0,0.349164,0,4,2,44.275298,1465.64182,0,0.108264
351559,1580,2,3,6237.818713,0.208186,1783.163977,card,mobile,0,0.131795,1,1,0,13.464956,1575.236686,0,0.138599
311965,1962,1,2,4300.250535,0.367743,656.884577,card,mobile,0,0.109139,2,3,0,3.556351,513.542893,0,0.09004
230197,1101,3,2,1899.344996,0.151161,4908.015959,upi,mobile,0,0.249322,0,2,0,54.048233,4844.704459,0,0.216725
172328,1806,2,2,3762.259901,0.463341,3533.773678,card,mobile,0,0.338118,2,1,1,70.98417,3408.365014,0,0.002905
218763,374,1,3,8939.689917,0.548088,742.226775,card,desktop,0,0.070126,1,2,1,56.059308,444.237111,0,0.095519
41556,57,2,3,1288.977082,0.190263,2979.473985,upi,mobile,0,0.505838,1,1,0,29.791803,2936.508083,0,0.002708
183746,1774,1,1,1684.876025,0.421344,1905.684404,upi,mobile,0,0.288295,1,2,0,0.125144,1849.52187,0,0.149192
233260,1756,5,1,1636.045757,0.311007,2306.499366,bank_transfer,mobile,0,0.223785,1,3,0,24.831415,2251.964508,0,0.278804
385909,288,5,2,10702.738708,0.406154,451.108547,card,desktop,0,0.12346,0,3,0,28.828712,94.35059,0,0.034988
124183,886,5,1,10089.701364,0.390732,685.639466,upi,mobile,0,0.224204,0,2,0,4.658064,349.316087,0,0.224161
243900,853,1,3,5188.996081,0.3723,1086.350761,card,mobile,0,0.236118,1,1,1,18.664953,913.384225,0,0.339817
33479,719,3,1,2227.234071,0.617117,2082.788467,card,mobile,0,0.191005,2,5,0,62.433745,2008.547332,0,0.075716
395479,1830,4,1,11258.91889,0.2365,1170.526714,upi,mobile,0,0.402192,2,3,1,24.82998,795.229417,0,0.323333
190717,755,2,1,9442.532427,0.477083,2915.556091,wallet,mobile,0,0.257242,2,5,1,28.159985,2600.80501,0,0.338166
392498,1987,3,3,10912.672034,0.039264,1333.045795,upi,mobile,0,0.436117,1,1,0,93.315531,969.290061,0,0.377747
357646,1639,2,3,9059.551035,0.277331,4061.803281,bank_transfer,mobile,0,0.198917,2,3,1,30.153567,3759.818247,0,0.173709
123387,587,5,3,6317.950982,0.156615,1175.315034,upi,desktop,0,0.338361,2,1,0,16.605907,964.716668,0,0.188291
88534,349,3,1,848.799879,0.14763,614.261405,wallet,mobile,0,0.07525,1,5,1,88.013126,585.968075,0,0.019308
213551,984,3,2,4859.535013,0.116357,619.901931,card,mobile,0,0.421329,1,3,0,25.501374,457.91743,0,0.238154
382635,1970,5,3,11289.565214,0.113226,449.75734,card,mobile,0,0.249788,0,3,0,40.098975,73.4385,0,0.191341
214448,1892,4,2,2727.444871,0.331783,1131.52715,card,desktop,0,0.099005,1,0,0,42.130867,1040.612321,0,0.382419
325597,1403,2,2,6700.493581,0.337262,5578.454928,upi,mobile,0,0.512861,2,4,0,24.517694,5355.105142,0,0.206031
257152,500,5,3,10122.051937,0.418083,3312.501216,bank_transfer,mobile,1,0.188032,1,6,0,56.684901,2975.099485,1,0.945076
62210,985,2,1,5036.063861,0.144072,993.100389,wallet,mobile,0,0.153274,1,6,0,98.481501,825.231594,0,0.00638
343842,1183,4,3,3682.432459,0.194505,664.710346,bank_transfer,mobile,0,0.372581,3,2,0,2.226351,541.962597,0,0.163332
337130,1636,4,3,5103.585608,0.144496,5711.520978,card,mobile,0,0.215632,1,4,1,89.625379,5541.401458,0,0.268401
203542,805,5,1,4286.593535,0.384239,3849.32914,card,mobile,1,0.107198,0,3,0,39.799172,3706.442688,0,0.016905
20019,1883,5,3,8148.600097,0.028024,2101.50826,card,mobile,0,0.560574,2,5,0,31.630232,1829.888257,0,0.056406
129210,924,3,1,4330.671402,0.387367,4234.790905,upi,mobile,0,0.057358,0,0,1,30.366094,4090.435191,0,0.21623
286730,421,5,1,1773.700288,0.090099,5284.917395,bank_transfer,mobile,0,0.405959,0,3,0,5.801091,5225.794052,0,0.144422
171722,1535,5,3,5913.990201,0.073663,5047.123456,card,mobile,0,0.346547,0,5,0,43.625108,4849.990449,0,0.029845
126715,1836,1,3,4212.486797,0.227429,5351.825034,wallet,mobile,0,0.403774,0,2,1,37.805374,5211.408807,0,0.333636
387827,1145,4,1,6248.248651,0.186063,1373.504474,upi,desktop,0,0.514309,0,2,1,10.701698,1165.229519,0,0.10537
181619,1302,4,3,3136.955667,0.222748,1999.146565,upi,mobile,0,0.146234,3,2,0,7.857702,1894.581376,0,0.347062
392068,1115,3,2,828.086484,0.316288,2406.433551,wallet,mobile,1,0.405779,0,4,0,41.62374,2378.830668,0,0.349905
230010,398,5,3,3405.851,0.274724,1989.675869,upi,mobile,0,0.072607,2,4,0,41.830573,1876.147502,0,0.252871
231096,392,5,2,593.942846,0.171771,1775.366922,upi,mobile,0,0.388081,0,2,0,54.310775,1755.568827,0,0.122766
129469,1314,3,1,2398.897532,0.173266,1322.272091,upi,mobile,0,0.215462,0,3,0,1.539277,1242.30884,0,0.31904
394589,1668,2,2,1679.013406,0.120878,2707.330627,card,desktop,0,0.344319,1,2,0,28.594205,2651.363513,0,0.01464
262217,640,1,2,7853.850684,0.017236,1018.097109,upi,mobile,0,0.247908,0,4,0,22.077386,756.302086,0,0.176284
66506,237,4,3,9165.038444,0.092296,2239.723787,upi,mobile,0,0.088664,1,2,0,35.295592,1934.222505,0,0.023013
303578,766,4,3,3698.203472,0.176192,2918.240866,card,mobile,0,0.290267,1,3,0,10.225835,2794.967417,0,0.22444
164418,406,3,2,3267.90979,0.442359,1410.547379,card,mobile,0,0.031781,1,3,0,54.72292,1301.617053,0,0.123179
363541,1790,3,1,5502.189437,0.197755,2134.414465,card,mobile,0,0.288797,0,5,1,12.898936,1951.008151,0,0.146092
198785,1763,1,3,6752.349875,0.337096,739.325198,wallet,mobile,0,0.242721,1,4,1,32.962339,514.246869,0,0.171066
358885,585,3,3,1185.517043,0.648063,2720.77505,upi,mobile,0,0.25767,2,3,0,42.758039,2681.257815,0,0.076291
241811,629,5,3,4404.304633,0.073545,1108.947148,upi,desktop,0,0.513679,2,3,0,17.184578,962.136994,0,0.193725
192736,1394,4,3,1713.33084,0.415687,3471.692056,bank_transfer,mobile,0,0.457998,0,5,0,37.838289,3414.581028,0,0.20633
264394,1303,4,3,4083.15066,0.460782,2003.497362,upi,mobile,0,0.157767,1,5,2,13.807646,1867.39234,0,0.081857
382676,966,1,2,4840.7634,0.229751,2078.481126,card,tablet,0,0.57953,0,1,0,17.518362,1917.122346,0,0.06817
271973,756,4,2,7122.223817,0.158813,929.417708,card,mobile,0,0.482605,2,3,0,32.957484,692.010248,0,0.139686
80419,947,2,3,6337.76579,0.118606,1708.21449,wallet,mobile,0,0.373453,0,2,0,16.376532,1496.955631,0,0.337883
52795,1870,4,3,2756.979631,0.482154,2089.05528,card,desktop,0,0.126597,0,2,0,28.754998,1997.155959,0,0.03737
198197,1926,4,1,2780.382182,0.268765,1162.700036,upi,desktop,0,0.352585,2,6,0,31.324171,1070.02063,0,0.042533
176700,1489,1,3,7666.228968,0.381069,3275.407471,wallet,mobile,0,0.269094,1,2,0,32.869833,3019.866505,0,0.00576
227892,1745,3,3,12174.758937,0.463456,2346.993567,card,mobile,0,0.316853,2,2,0,71.108061,1941.168269,0,0.259933
42243,1226,3,3,11676.924446,0.185962,1459.582557,card,mobile,0,0.472378,1,2,0,63.061853,1070.351742,0,0.324212
287889,523,4,1,2910.491744,0.297585,4012.111283,card,desktop,0,0.073624,3,4,2,31.514211,3915.094891,0,0.168133
310480,1474,3,3,3186.25337,0.272912,3385.006407,upi,mobile,0,0.420286,1,1,1,30.346539,3278.797961,0,0.065065
172656,812,5,2,5065.805939,0.429784,3463.832418,card,desktop,0,0.480767,1,4,0,21.74214,3294.97222,0,0.198747
106969,452,3,3,6276.796917,0.131509,3365.641142,card,mobile,0,0.059265,0,1,0,54.371525,3156.414578,0,0.272768
184491,42,1,1,2701.501531,0.4612,2489.99001,card,mobile,0,0.320284,1,1,0,24.288539,2399.939959,0,0.007453
383799,470,1,2,2033.624584,0.105397,656.190624,card,mobile,0,0.183855,2,4,1,5.184447,588.403138,0,0.378407
300825,97,5,1,5043.861765,0.30246,1660.421037,wallet,desktop,0,0.183051,1,4,0,42.113856,1492.292312,0,0.076521
281332,410,2,3,10481.345136,0.485538,1320.861511,card,desktop,0,0.370568,0,4,0,40.288478,971.483339,0,0.395503
373985,265,5,1,5209.519038,0.406005,784.780161,wallet,mobile,0,0.408095,1,2,2,40.930638,611.129527,0,0.226864
360401,1551,4,3,9606.343243,0.05083,1153.683125,upi,desktop,0,0.091204,3,3,0,67.002739,833.471684,0,0.035393
238655,343,4,1,10256.83887,0.464142,3726.866377,bank_transfer,mobile,0,0.338347,0,6,0,63.790805,3384.971748,0,0.296301
63481,1571,4,1,5704.03028,0.191556,1982.382913,card,mobile,0,0.308698,3,0,0,19.550284,1792.248571,0,0.027585
75151,1048,5,1,3144.654933,0.341534,1878.11913,upi,mobile,0,0.59136,2,5,1,31.603671,1773.297299,0,0.171712
156940,1863,3,3,13094.797473,0.100338,2111.493975,card,mobile,0,0.145823,1,2,0,0.699386,1675.000726,0,0.09273
67216,1264,1,2,7375.895456,0.142143,1859.535369,card,mobile,0,0.268441,1,3,0,64.320432,1613.672187,0,0.186574
281566,1764,3,3,2433.852833,0.069008,1926.3625,card,mobile,0,0.214162,1,4,0,53.954223,1845.234072,0,0.226852
133746,1410,5,2,10703.772533,0.112019,1896.675479,card,desktop,0,0.217774,2,5,2,136.94045,1539.883061,1,0.800117
89192,1111,5,1,1419.490845,0.342298,3437.283282,upi,tablet,0,0.503833,1,0,1,30.898811,3389.966921,0,0.183503
317838,1556,2,3,6952.020804,0.019781,1675.862807,upi,mobile,0,0.088788,0,5,0,13.573505,1444.12878,0,0.17524
349501,414,1,3,3583.614349,0.024073,3037.353295,upi,mobile,0,0.137806,2,5,1,29.343522,2917.899484,0,0.298938
13500,1779,3,3,1280.21136,0.01523,2879.012447,card,mobile,0,0.235764,1,3,0,34.676338,2836.338735,0,0.192354
309303,1015,4,3,4571.506748,0.261213,4324.010991,card,desktop,0,0.157033,1,2,0,5.906935,4171.627433,0,0.356337
151906,1574,3,1,791.578825,0.02857,854.455937,card,mobile,1,0.157465,3,3,0,14.577473,828.069976,0,0.075548
123161,1880,4,1,1498.53164,0.218993,4036.738696,upi,mobile,0,0.186551,1,2,0,21.150347,3986.787641,0,0.23501
231334,1955,3,3,1146.543117,0.201858,3472.567243,upi,mobile,0,0.247811,3,5,0,31.332428,3434.349139,0,0.228617
312102,979,5,2,8689.952591,0.102986,1914.056375,card,mobile,0,0.604141,1,4,0,1.432995,1624.391288,0,0.11416
203000,497,2,3,9050.093563,0.191435,1950.62687,upi,mobile,0,0.343198,3,3,0,34.753072,1648.957084,0,0.006581
214460,269,1,1,19680.368128,0.170011,4085.43295,upi,mobile,0,0.424985,1,2,0,7.842605,3429.420679,0,0.296781
178302,116,5,1,2401.704371,0.360118,3014.487521,card,mobile,0,0.316736,0,5,0,47.205826,2934.430709,0,0.124823
266470,1898,3,1,10757.52929,0.242486,10656.78929,wallet,desktop,0,0.580515,0,5,0,41.990709,10298.20498,0,0.274304
378514,1303,5,2,866.833962,0.051143,1611.552141,upi,mobile,0,0.143478,1,7,1,36.341162,1582.657676,0,0.169632
212897,180,1,3,5152.074594,0.532801,1941.196369,card,mobile,0,0.467257,2,2,0,76.072497,1769.46055,0,0.185243
206732,1786,3,1,1192.203014,0.102661,1145.136473,upi,mobile,1,0.454291,3,2,0,5.384315,1105.396372,0,0.064761
192491,1648,1,2,3339.48038,0.256822,1229.986855,wallet,mobile,0,0.241304,2,3,0,27.075012,1118.670842,0,0.354238
136376,909,4,1,2976.954717,0.083189,2206.959412,upi,mobile,0,0.389327,1,3,1,7.134699,2107.727588,0,0.393858
140794,993,3,1,5925.524124,0.241906,1652.072559,card,mobile,0,0.386808,2,4,1,32.64445,1454.555088,0,0.169916
163950,938,3,2,4453.629787,0.147147,2326.503951,card,mobile,0,0.101303,2,2,1,24.854818,2178.049625,1,0.96049
75265,1545,4,3,1445.322878,0.45092,952.667489,card,mobile,0,0.130972,1,3,0,72.633105,904.49006,0,0.210407
139148,594,1,3,2085.29221,0.160156,1002.857317,wallet,mobile,0,0.090437,0,3,0,26.717333,933.347577,0,0.317372
137215,397,2,2,1762.81821,0.056784,822.48465,card,mobile,1,0.301927,2,3,0,4.069363,763.724043,0,0.149257
389882,1162,5,2,3296.351064,0.275963,3048.960388,wallet,mobile,0,0.555073,1,3,0,41.823437,2939.082019,0,0.050507
102921,44,5,3,3852.647308,0.111344,4861.089076,upi,mobile,0,0.325455,2,1,0,40.507364,4732.667499,0,0.273555
242020,1292,2,2,7891.058959,0.374037,3522.488898,card,desktop,0,0.221786,1,5,0,53.732674,3259.453599,0,0.254357
315476,1384,3,2,16729.026038,0.336188,2226.449917,card,mobile,0,0.117888,0,1,0,29.750796,1668.815715,0,0.232619
130860,1213,3,1,6306.791754,0.427676,4036.713587,upi,mobile,0,0.370268,0,3,0,51.62687,3826.487196,0,0.365124
115272,1276,4,2,6015.456352,0.458782,2208.6471,bank_transfer,mobile,0,0.358914,1,4,0,67.447974,2008.131888,0,0.012375
84988,1786,4,1,3646.352216,0.179709,1289.761398,card,mobile,0,0.158935,1,3,0,54.970145,1168.216324,0,0.047661
185357,1693,1,2,4718.621936,0.330717,441.22208,card,tablet,0,0.211709,0,5,0,39.742323,283.934682,0,0.063042
